"replication","truth_id","truth_structure","alpha","sigma","overall_signal_ms","deviation_signal_ms","overall_signal_rms","deviation_signal_rms","snr_overall","snr_dev"
10,"coordinate_a90","coordinate",0.9,0.2,0.490982233279201,0.336632233279201,0.70070124395437,0.580200166562541,12.27455583198,8.41580583198002
10,"coordinate_a90","coordinate",0.9,0.5,0.490982233279201,0.336632233279201,0.70070124395437,0.580200166562541,1.9639289331168,1.3465289331168
10,"cluster_a50","cluster",0.5,0.2,0.516608457216873,0.362258457216873,0.718754796308778,0.601879105150588,12.9152114304218,9.05646143042182
10,"cluster_a50","cluster",0.5,0.5,0.516608457216873,0.362258457216873,0.718754796308778,0.601879105150588,2.06643382886749,1.44903382886749
10,"cluster_a90","cluster",0.9,0.2,0.551333358007714,0.396983358007714,0.742518254326258,0.630066153675718,13.7833339501928,9.92458395019284
10,"cluster_a90","cluster",0.9,0.5,0.551333358007714,0.396983358007714,0.742518254326258,0.630066153675718,2.20533343203085,1.58793343203085
11,"coordinate_a50","coordinate",0.5,0.2,0.489806444388075,0.335456444388075,0.699861732335805,0.579186018812674,12.2451611097019,8.38641110970186
11,"coordinate_a50","coordinate",0.5,0.5,0.489806444388075,0.335456444388075,0.699861732335805,0.579186018812674,1.9592257775523,1.3418257775523
11,"coordinate_a90","coordinate",0.9,0.2,0.489066516384612,0.334716516384612,0.6993329081236,0.578546900764849,12.2266629096153,8.36791290961529
11,"coordinate_a90","coordinate",0.9,0.5,0.489066516384612,0.334716516384612,0.6993329081236,0.578546900764849,1.95626606553845,1.33886606553845
11,"cluster_a50","cluster",0.5,0.2,0.522200150877334,0.367850150877334,0.722634174999587,0.606506513466536,13.0550037719333,9.19625377193334
11,"cluster_a50","cluster",0.5,0.5,0.522200150877334,0.367850150877334,0.722634174999587,0.606506513466536,2.08880060350933,1.47140060350933
11,"cluster_a90","cluster",0.9,0.2,0.552451696739806,0.398101696739806,0.743270944366727,0.630953006760254,13.8112924184951,9.95254241849514
11,"cluster_a90","cluster",0.9,0.5,0.552451696739806,0.398101696739806,0.743270944366727,0.630953006760254,2.20980678695922,1.59240678695922
12,"coordinate_a50","coordinate",0.5,0.2,0.482842776040777,0.328492776040777,0.694868891259911,0.573142893213182,12.0710694010194,8.21231940101943
12,"coordinate_a50","coordinate",0.5,0.5,0.482842776040777,0.328492776040777,0.694868891259911,0.573142893213182,1.93137110416311,1.31397110416311
12,"coordinate_a90","coordinate",0.9,0.2,0.485136512174649,0.330786512174649,0.696517416993035,0.57514042822136,12.1284128043662,8.26966280436622
12,"coordinate_a90","coordinate",0.9,0.5,0.485136512174649,0.330786512174649,0.696517416993035,0.57514042822136,1.9405460486986,1.3231460486986
